,date,time,temperature_celsius,weather,wind_speed_km,wind_direction,humidity,barometer_mbar,visibility,degree,Cleaned Wind Direction,alerta_crecida,TIME,HEIGH_m
13626,2023-07-16,03:00:00,13,Cloudy,6,Wind blowing from 30° North-northeast to South-southwest,0.77,1023,,30.0,Northeast,NO,,0.57
13627,2023-07-16,04:00:00,13,Cloudy,7,Wind blowing from 40° Northeast to Southwest,0.77,1023,,40.0,Northeast,NO,,0.57
13633,2023-07-16,05:00:00,12,Clear,7,Wind blowing from 30° North-northeast to South-southwest,0.82,1022,16.0,30.0,Northeast,NO,,0.57
13629,2023-07-16,06:00:00,12,Cloudy,9,Wind blowing from 10° North to South,0.82,1022,,10.0,North,NO,,0.57
13630,2023-07-16,07:00:00,12,Cloudy,9,Wind blowing from 0° North to South,0.82,1022,,0.0,North,NO,07:03:00,1.17
13631,2023-07-16,08:00:00,12,Clear,4,Wind blowing from 0° North to South,0.82,1023,16.0,0.0,North,NO,,1.17
13632,2023-07-16,09:00:00,12,Clear,4,Wind blowing from 0° North to South,0.82,1023,16.0,0.0,North,NO,,1.17
13622,2023-07-16,10:00:00,13,Cloudy,6,Wind blowing from 70° East-northeast to West-southwest,0.82,1024,,70.0,East,NO,,1.17
13623,2023-07-16,11:00:00,14,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.77,1024,,50.0,Northeast,NO,,1.17
13621,2023-07-16,12:00:00,14,Cloudy,11,Wind blowing from 60° East-northeast to West-southwest,0.77,1022,,60.0,Northeast,NO,,1.17
13620,2023-07-16,13:00:00,13,Cloudy,6,Wind blowing from 50° Northeast to Southwest,0.82,1022,,50.0,Northeast,NO,,1.17
13619,2023-07-16,14:00:00,13,Cloudy,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,,70.0,East,NO,,1.17
13618,2023-07-16,15:00:00,14,Clear,13,Wind blowing from 100° East to West,0.77,1021,16.0,100.0,East,NO,14:40:00,0.4
13617,2023-07-16,16:00:00,14,Clear,17,Wind blowing from 90° East to West,0.77,1020,16.0,90.0,East,NO,,0.4
13616,2023-07-16,17:00:00,14,Clear,17,Wind blowing from 100° East to West,0.77,1020,16.0,100.0,East,NO,,0.4
13615,2023-07-16,18:00:00,13,Clear,17,Wind blowing from 100° East to West,0.88,1020,16.0,100.0,East,NO,,0.4
13614,2023-07-16,19:00:00,13,Clear,19,Wind blowing from 100° East to West,0.88,1019,16.0,100.0,East,NO,,0.4
13613,2023-07-16,20:00:00,13,Clear,17,Wind blowing from 90° East to West,0.88,1020,16.0,90.0,East,NO,19:57:00,0.86
13612,2023-07-16,22:00:00,13,Clear,17,Wind blowing from 90° East to West,0.94,1020,16.0,90.0,East,NO,,0.86
13611,2023-07-16,23:00:00,13,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.94,1020,16.0,70.0,East,NO,,0.86
13646,2023-07-17,00:00:00,13,Clear,15,Wind blowing from 60° East-northeast to West-southwest,0.77,1024,16.0,60.0,Northeast,YES,,0.86
13651,2023-07-17,01:00:00,13,Clear,13,Wind blowing from 50° Northeast to Southwest,0.77,1023,16.0,50.0,Northeast,YES,,0.86
13647,2023-07-17,02:00:00,13,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.77,1023,,30.0,Northeast,YES,02:22:00,0.58
13648,2023-07-17,03:00:00,13,Cloudy,6,Wind blowing from 30° North-northeast to South-southwest,0.77,1023,,30.0,Northeast,YES,,0.58
13649,2023-07-17,04:00:00,13,Cloudy,7,Wind blowing from 40° Northeast to Southwest,0.77,1023,,40.0,Northeast,YES,,0.58
13650,2023-07-17,05:00:00,12,Clear,7,Wind blowing from 30° North-northeast to South-southwest,0.82,1022,16.0,30.0,Northeast,YES,,0.58
13656,2023-07-17,06:00:00,12,Cloudy,9,Wind blowing from 10° North to South,0.82,1022,,10.0,North,YES,,0.58
13652,2023-07-17,07:00:00,12,Cloudy,9,Wind blowing from 0° North to South,0.82,1022,,0.0,North,YES,,0.58
13653,2023-07-17,08:00:00,12,Clear,4,Wind blowing from 0° North to South,0.82,1023,16.0,0.0,North,YES,07:48:00,1.22
13654,2023-07-17,09:00:00,12,Clear,4,Wind blowing from 0° North to South,0.82,1023,16.0,0.0,North,YES,,1.22
13655,2023-07-17,10:00:00,13,Cloudy,6,Wind blowing from 70° East-northeast to West-southwest,0.82,1024,,70.0,East,YES,,1.22
13645,2023-07-17,11:00:00,14,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.77,1024,,50.0,Northeast,YES,,1.22
13644,2023-07-17,12:00:00,14,Cloudy,11,Wind blowing from 60° East-northeast to West-southwest,0.77,1022,,60.0,Northeast,YES,,1.22
13643,2023-07-17,13:00:00,13,Cloudy,6,Wind blowing from 50° Northeast to Southwest,0.82,1022,,50.0,Northeast,YES,,1.22
13634,2023-07-17,14:00:00,13,Cloudy,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,,70.0,East,YES,,1.22
13642,2023-07-17,15:00:00,14,Clear,13,Wind blowing from 100° East to West,0.77,1021,16.0,100.0,East,YES,,1.22
13641,2023-07-17,16:00:00,14,Clear,17,Wind blowing from 90° East to West,0.77,1020,16.0,90.0,East,YES,15:40:00,0.43
13640,2023-07-17,17:00:00,14,Clear,17,Wind blowing from 100° East to West,0.77,1020,16.0,100.0,East,YES,,0.43
13639,2023-07-17,18:00:00,13,Clear,17,Wind blowing from 100° East to West,0.88,1020,16.0,100.0,East,YES,,0.43
13638,2023-07-17,19:00:00,13,Clear,19,Wind blowing from 100° East to West,0.88,1019,16.0,100.0,East,YES,,0.43
13637,2023-07-17,20:00:00,13,Clear,17,Wind blowing from 90° East to West,0.88,1020,16.0,90.0,East,YES,,0.43
13636,2023-07-17,22:00:00,13,Clear,17,Wind blowing from 90° East to West,0.94,1020,16.0,90.0,East,YES,,0.43
13635,2023-07-17,23:00:00,13,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.94,1020,16.0,70.0,East,YES,,0.43
13667,2023-07-18,00:00:00,13,Clear,15,Wind blowing from 60° East-northeast to West-southwest,0.77,1024,16.0,60.0,Northeast,NO,,0.43
13674,2023-07-18,01:00:00,13,Clear,13,Wind blowing from 50° Northeast to Southwest,0.77,1023,16.0,50.0,Northeast,NO,,0.43
13670,2023-07-18,02:00:00,13,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.77,1023,,30.0,Northeast,NO,,0.43
13671,2023-07-18,03:00:00,13,Cloudy,6,Wind blowing from 30° North-northeast to South-southwest,0.77,1023,,30.0,Northeast,NO,03:04:00,0.57
13672,2023-07-18,04:00:00,13,Cloudy,7,Wind blowing from 40° Northeast to Southwest,0.77,1023,,40.0,Northeast,NO,,0.57
13673,2023-07-18,05:00:00,12,Clear,7,Wind blowing from 30° North-northeast to South-southwest,0.82,1022,16.0,30.0,Northeast,NO,,0.57
13679,2023-07-18,06:00:00,12,Cloudy,9,Wind blowing from 10° North to South,0.82,1022,,10.0,North,NO,,0.57
13675,2023-07-18,07:00:00,12,Cloudy,9,Wind blowing from 0° North to South,0.82,1022,,0.0,North,NO,,0.57
13676,2023-07-18,08:00:00,12,Clear,4,Wind blowing from 0° North to South,0.82,1023,16.0,0.0,North,NO,,0.57
13677,2023-07-18,09:00:00,12,Clear,4,Wind blowing from 0° North to South,0.82,1023,16.0,0.0,North,NO,08:31:00,1.24
13678,2023-07-18,10:00:00,13,Cloudy,6,Wind blowing from 70° East-northeast to West-southwest,0.82,1024,,70.0,East,NO,,1.24
13668,2023-07-18,11:00:00,14,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.77,1024,,50.0,Northeast,NO,,1.24
13669,2023-07-18,12:00:00,14,Cloudy,11,Wind blowing from 60° East-northeast to West-southwest,0.77,1022,,60.0,Northeast,NO,,1.24
13666,2023-07-18,13:00:00,13,Cloudy,6,Wind blowing from 50° Northeast to Southwest,0.82,1022,,50.0,Northeast,NO,,1.24
13657,2023-07-18,14:00:00,13,Cloudy,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,,70.0,East,NO,,1.24
13665,2023-07-18,15:00:00,14,Clear,13,Wind blowing from 100° East to West,0.77,1021,16.0,100.0,East,NO,,1.24
13664,2023-07-18,16:00:00,14,Clear,17,Wind blowing from 90° East to West,0.77,1020,16.0,90.0,East,NO,,1.24
13663,2023-07-18,17:00:00,14,Clear,17,Wind blowing from 100° East to West,0.77,1020,16.0,100.0,East,NO,16:32:00,0.45
13662,2023-07-18,18:00:00,13,Clear,17,Wind blowing from 100° East to West,0.88,1020,16.0,100.0,East,NO,,0.45
13661,2023-07-18,19:00:00,13,Clear,19,Wind blowing from 100° East to West,0.88,1019,16.0,100.0,East,NO,,0.45
